受注番号,明細番号,受注日,顧客コード,顧客名,顧客所在地,拠点,部署,営業担当者,品名,品名カテゴリ,数量,定価,値引率,販売単価,販売金額,原価単価,原価,粗利
SO20220209-C0106,1,2022-02-09,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,51,50000,0.2937,35310,1800810,27500,1402500,398310
SO20220209-C0106,2,2022-02-09,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,6,400000,0.2955,281800,1690800,168000,1008000,682800
SO20220209-C0108,1,2022-02-09,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,CADソフト,ソフトウェア,6,400000,0.1981,320770,1924620,168000,1008000,916620
SO20220209-C0109,1,2022-02-09,C0109,E4株式会社,茨城県,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,198,8000,0.3187,5450,1079100,4000,792000,287100
SO20220209-C0113,1,2022-02-09,C0113,I4株式会社,東京都,東京本社,営業2部,中村,オフィススイート,ソフトウェア,24,50000,0.1026,44870,1076880,27500,660000,416880
SO20220209-C0119,1,2022-02-09,C0119,O4株式会社,東京都,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,5,250000,0.0649,233790,1168950,100000,500000,668950
SO20220209-C0119,2,2022-02-09,C0119,O4株式会社,東京都,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,7,50000,0.0868,45660,319620,27500,192500,127120
SO20220209-C0119,3,2022-02-09,C0119,O4株式会社,東京都,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,60,8000,0.0733,7410,444600,4000,240000,204600
SO20220209-C0124,1,2022-02-09,C0124,T4株式会社,東京都,東京本社,営業1部,田中,オフィススイート,ソフトウェア,74,50000,0.35,32500,2405000,27500,2035000,370000
SO20220209-C0124,2,2022-02-09,C0124,T4株式会社,東京都,東京本社,営業1部,田中,ノートPC_標準モデル,PC,52,150000,0.11,133500,6942000,126000,6552000,390000
SO20220209-C0155,1,2022-02-09,C0155,Y5株式会社,神奈川県,東京本社,営業1部,伊藤,ノートPC_標準モデル,PC,12,150000,0.0283,145760,1749120,126000,1512000,237120
SO20220209-C0164,1,2022-02-09,C0164,H6株式会社,東京都,東京本社,ソリューション営業部,松本,CADソフト,ソフトウェア,3,400000,0.1191,352380,1057140,168000,504000,553140
SO20220209-C0165,1,2022-02-09,C0165,I6株式会社,埼玉県,東京本社,ソリューション営業部,井上,ノートPC_軽量モデル,PC,3,200000,0.0165,196700,590100,164000,492000,98100
SO20220209-C0167,1,2022-02-09,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,124,50000,0.3355,33230,4120520,27500,3410000,710520
SO20220209-C0171,1,2022-02-09,C0171,O6株式会社,茨城県,東京本社,営業2部,渡辺,セキュリティソフト,ソフトウェア,81,8000,0.1481,6820,552420,4000,324000,228420
SO20220209-C0171,2,2022-02-09,C0171,O6株式会社,茨城県,東京本社,営業2部,渡辺,業務管理ソフト,ソフトウェア,13,250000,0.1414,214660,2790580,100000,1300000,1490580
SO20220209-C0176,1,2022-02-09,C0176,T6株式会社,埼玉県,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,28,50000,0.0968,45160,1264480,27500,770000,494480
SO20220209-C0176,2,2022-02-09,C0176,T6株式会社,埼玉県,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,8,180000,0.094,163080,1304640,81000,648000,656640
SO20220209-C0180,1,2022-02-09,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,26,250000,0.3147,171320,4454320,100000,2600000,1854320
SO20220209-C0180,2,2022-02-09,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,会計ソフト,ソフトウェア,13,180000,0.3331,120040,1560520,81000,1053000,507520
SO20220209-C0180,3,2022-02-09,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,セキュリティソフト,ソフトウェア,251,8000,0.35,5200,1305200,4000,1004000,301200
SO20220209-C0181,1,2022-02-09,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,236,8000,0.35,5200,1227200,4000,944000,283200
SO20220209-C0181,2,2022-02-09,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,8,500000,0.1622,418890,3351120,390000,3120000,231120
SO20220209-C0181,3,2022-02-09,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,21,400000,0.35,260000,5460000,168000,3528000,1932000
SO20220209-C0191,1,2022-02-09,C0191,I7株式会社,埼玉県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,34,8000,0.0593,7530,256020,4000,136000,120020
SO20220209-C0194,1,2022-02-09,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,31,50000,0.2836,35820,1110420,27500,852500,257920
SO20220209-C0194,2,2022-02-09,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,38,8000,0.2614,5910,224580,4000,152000,72580
SO20220209-C0196,1,2022-02-09,C0196,N7株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_軽量モデル,PC,6,200000,0.0603,187940,1127640,164000,984000,143640
SO20220209-C0196,2,2022-02-09,C0196,N7株式会社,東京都,東京本社,営業1部,佐藤,デスクトップPC_標準モデル,PC,2,120000,0.0,120000,240000,102000,204000,36000
SO20220209-C0196,3,2022-02-09,C0196,N7株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,13,8000,0.0971,7220,93860,4000,52000,41860
SO20220210-C0019,1,2022-02-10,C0019,S株式会社,神奈川県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,76,50000,0.3403,32980,2506480,27500,2090000,416480
SO20220210-C0037,1,2022-02-10,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,CADソフト,ソフトウェア,1,400000,0.1206,351770,351770,168000,168000,183770
SO20220210-C0037,2,2022-02-10,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,ワークステーション,PC,6,500000,0.0638,468120,2808720,390000,2340000,468720
SO20220210-C0037,3,2022-02-10,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,業務管理ソフト,ソフトウェア,3,250000,0.0969,225780,677340,100000,300000,377340
SO20220210-C0039,1,2022-02-10,C0039,M1株式会社,東京都,東京本社,営業2部,小林,オフィススイート,ソフトウェア,33,50000,0.1265,43670,1441110,27500,907500,533610
SO20220210-C0039,2,2022-02-10,C0039,M1株式会社,東京都,東京本社,営業2部,小林,セキュリティソフト,ソフトウェア,17,8000,0.1541,6770,115090,4000,68000,47090
SO20220210-C0039,3,2022-02-10,C0039,M1株式会社,東京都,東京本社,営業2部,小林,会計ソフト,ソフトウェア,6,180000,0.1482,153330,919980,81000,486000,433980
SO20220210-C0044,1,2022-02-10,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,8,180000,0.1919,145460,1163680,81000,648000,515680
SO20220210-C0044,2,2022-02-10,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,74,8000,0.1914,6470,478780,4000,296000,182780
SO20220210-C0044,3,2022-02-10,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,49,50000,0.1529,42360,2075640,27500,1347500,728140
SO20220210-C0048,1,2022-02-10,C0048,V1株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,43,50000,0.1819,40910,1759130,27500,1182500,576630
SO20220210-C0048,2,2022-02-10,C0048,V1株式会社,神奈川県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,54,8000,0.1864,6510,351540,4000,216000,135540
SO20220210-C0060,1,2022-02-10,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,ワークステーション,PC,11,500000,0.1695,415250,4567750,390000,4290000,277750
SO20220210-C0060,2,2022-02-10,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,会計ソフト,ソフトウェア,15,180000,0.35,117000,1755000,81000,1215000,540000
SO20220210-C0060,3,2022-02-10,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,CADソフト,ソフトウェア,7,400000,0.3291,268370,1878590,168000,1176000,702590
SO20220210-C0062,1,2022-02-10,C0062,J2株式会社,東京都,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,65,8000,0.2459,6030,391950,4000,260000,131950
SO20220210-C0065,1,2022-02-10,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,24,50000,0.266,36700,880800,27500,660000,220800
SO20220210-C0065,2,2022-02-10,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,121,8000,0.311,5510,666710,4000,484000,182710
SO20220210-C0065,3,2022-02-10,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,業務管理ソフト,ソフトウェア,18,250000,0.3195,170120,3062160,100000,1800000,1262160
SO20220210-C0076,1,2022-02-10,C0076,X2株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,37,50000,0.198,40100,1483700,27500,1017500,466200
SO20220210-C0076,2,2022-02-10,C0076,X2株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_標準モデル,PC,22,150000,0.0484,142740,3140280,126000,2772000,368280
SO20220210-C0077,1,2022-02-10,C0077,Y2株式会社,東京都,東京本社,営業1部,鈴木,ノートPC_標準モデル,PC,22,150000,0.0125,148120,3258640,126000,2772000,486640
SO20220210-C0077,2,2022-02-10,C0077,Y2株式会社,東京都,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,98,8000,0.1098,7120,697760,4000,392000,305760
SO20220210-C0078,1,2022-02-10,C0078,Z2株式会社,東京都,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,12,50000,0.0919,45400,544800,27500,330000,214800
SO20220210-C0078,2,2022-02-10,C0078,Z2株式会社,東京都,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,28,8000,0.0848,7320,204960,4000,112000,92960
SO20220210-C0078,3,2022-02-10,C0078,Z2株式会社,東京都,東京本社,営業1部,高橋,CADソフト,ソフトウェア,3,400000,0.0978,360870,1082610,168000,504000,578610
SO20220210-C0082,1,2022-02-10,C0082,D3株式会社,東京都,東京本社,営業2部,山本,会計ソフト,ソフトウェア,8,180000,0.2077,142610,1140880,81000,648000,492880
SO20220210-C0082,2,2022-02-10,C0082,D3株式会社,東京都,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,66,8000,0.162,6700,442200,4000,264000,178200
SO20220210-C0082,3,2022-02-10,C0082,D3株式会社,東京都,東京本社,営業2部,山本,オフィススイート,ソフトウェア,46,50000,0.1862,40690,1871740,27500,1265000,606740
SO20220210-C0093,1,2022-02-10,C0093,O3株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,56,50000,0.3285,33580,1880480,27500,1540000,340480
SO20220210-C0093,2,2022-02-10,C0093,O3株式会社,神奈川県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,184,8000,0.3461,5230,962320,4000,736000,226320
SO20220210-C0097,1,2022-02-10,C0097,S3株式会社,東京都,東京本社,営業2部,山本,オフィススイート,ソフトウェア,34,50000,0.175,41250,1402500,27500,935000,467500
SO20220210-C0106,1,2022-02-10,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,ワークステーション,PC,8,500000,0.1192,440400,3523200,390000,3120000,403200
SO20220210-C0106,2,2022-02-10,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,ノートPC_標準モデル,PC,19,150000,0.1024,134640,2558160,126000,2394000,164160
SO20220210-C0106,3,2022-02-10,C0106,B4株式会社,栃木県,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,19,50000,0.2739,36300,689700,27500,522500,167200
SO20220210-C0108,1,2022-02-10,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,35,50000,0.1968,40160,1405600,27500,962500,443100
SO20220210-C0108,2,2022-02-10,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,ワークステーション,PC,4,500000,0.1026,448700,1794800,390000,1560000,234800
SO20220210-C0108,3,2022-02-10,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,業務管理ソフト,ソフトウェア,10,250000,0.2105,197380,1973800,100000,1000000,973800
SO20220210-C0113,1,2022-02-10,C0113,I4株式会社,東京都,東京本社,営業2部,中村,CADソフト,ソフトウェア,3,400000,0.1119,355240,1065720,168000,504000,561720
SO20220210-C0113,2,2022-02-10,C0113,I4株式会社,東京都,東京本社,営業2部,中村,オフィススイート,ソフトウェア,19,50000,0.1068,44660,848540,27500,522500,326040
SO20220210-C0124,1,2022-02-10,C0124,T4株式会社,東京都,東京本社,営業1部,田中,オフィススイート,ソフトウェア,117,50000,0.35,32500,3802500,27500,3217500,585000
SO20220210-C0124,2,2022-02-10,C0124,T4株式会社,東京都,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,210,8000,0.35,5200,1092000,4000,840000,252000
SO20220210-C0128,1,2022-02-10,C0128,X4株式会社,千葉県,東京本社,営業2部,中村,オフィススイート,ソフトウェア,36,50000,0.1341,43300,1558800,27500,990000,568800
SO20220210-C0128,2,2022-02-10,C0128,X4株式会社,千葉県,東京本社,営業2部,中村,業務管理ソフト,ソフトウェア,5,250000,0.1344,216390,1081950,100000,500000,581950
SO20220210-C0146,1,2022-02-10,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,61,8000,0.0946,7240,441640,4000,244000,197640
SO20220210-C0147,1,2022-02-10,C0147,Q5株式会社,群馬県,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,10,250000,0.2138,196560,1965600,100000,1000000,965600
SO20220210-C0147,2,2022-02-10,C0147,Q5株式会社,群馬県,東京本社,ソリューション営業部,山田,会計ソフト,ソフトウェア,9,180000,0.2122,141810,1276290,81000,729000,547290
SO20220210-C0147,3,2022-02-10,C0147,Q5株式会社,群馬県,東京本社,ソリューション営業部,山田,セキュリティソフト,ソフトウェア,132,8000,0.2063,6350,838200,4000,528000,310200
SO20220210-C0151,1,2022-02-10,C0151,U5株式会社,埼玉県,東京本社,営業1部,佐藤,ノートPC_高性能モデル,PC,26,300000,0.1108,266770,6936020,240000,6240000,696020
SO20220210-C0153,1,2022-02-10,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,ノートPC_高性能モデル,PC,3,300000,0.0208,293750,881250,240000,720000,161250
SO20220210-C0153,2,2022-02-10,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,デスクトップPC_標準モデル,PC,6,120000,0.0315,116220,697320,102000,612000,85320
SO20220210-C0153,3,2022-02-10,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,9,50000,0.0755,46220,415980,27500,247500,168480
SO20220210-C0156,1,2022-02-10,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,セキュリティソフト,ソフトウェア,154,8000,0.2659,5870,903980,4000,616000,287980
SO20220210-C0156,2,2022-02-10,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,業務管理ソフト,ソフトウェア,18,250000,0.3053,173690,3126420,100000,1800000,1326420
SO20220210-C0156,3,2022-02-10,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,ワークステーション,PC,14,500000,0.1435,428260,5995640,390000,5460000,535640
SO20220210-C0158,1,2022-02-10,C0158,B6株式会社,埼玉県,東京本社,営業2部,中村,ノートPC_標準モデル,PC,9,150000,0.0454,143190,1288710,126000,1134000,154710
SO20220210-C0158,2,2022-02-10,C0158,B6株式会社,埼玉県,東京本社,営業2部,中村,オフィススイート,ソフトウェア,25,50000,0.1223,43880,1097000,27500,687500,409500
SO20220210-C0158,3,2022-02-10,C0158,B6株式会社,埼玉県,東京本社,営業2部,中村,CADソフト,ソフトウェア,4,400000,0.1255,349810,1399240,168000,672000,727240
SO20220210-C0166,1,2022-02-10,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,業務管理ソフト,ソフトウェア,8,250000,0.1267,218330,1746640,100000,800000,946640
SO20220210-C0166,2,2022-02-10,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,31,50000,0.0906,45470,1409570,27500,852500,557070
SO20220210-C0166,3,2022-02-10,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,28,8000,0.0692,7450,208600,4000,112000,96600
SO20220210-C0186,1,2022-02-10,C0186,D7株式会社,東京都,東京本社,営業2部,渡辺,CADソフト,ソフトウェア,2,400000,0.2525,299000,598000,168000,336000,262000
SO20220210-C0194,1,2022-02-10,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,79,50000,0.2836,35820,2829780,27500,2172500,657280
SO20220210-C0194,2,2022-02-10,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,ノートPC_高性能モデル,PC,16,300000,0.1096,267110,4273760,240000,3840000,433760
SO20220210-C0194,3,2022-02-10,C0194,L7株式会社,茨城県,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,62,8000,0.287,5700,353400,4000,248000,105400
SO20220214-C0003,1,2022-02-14,C0003,C株式会社,神奈川県,東京本社,営業1部,高橋,デスクトップPC_標準モデル,PC,15,120000,0.0717,111390,1670850,102000,1530000,140850
SO20220214-C0004,1,2022-02-14,C0004,D株式会社,神奈川県,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,70,8000,0.2629,5900,413000,4000,280000,133000
SO20220214-C0031,1,2022-02-14,C0031,E1株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,8,400000,0.2617,295320,2362560,168000,1344000,1018560
SO20220214-C0031,2,2022-02-14,C0031,E1株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,12,500000,0.1355,432260,5187120,390000,4680000,507120
SO20220214-C0033,1,2022-02-14,C0033,G1株式会社,千葉県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,45,8000,0.1143,7090,319050,4000,180000,139050
SO20220214-C0033,2,2022-02-14,C0033,G1株式会社,千葉県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,22,50000,0.0979,45110,992420,27500,605000,387420
SO20220214-C0033,3,2022-02-14,C0033,G1株式会社,千葉県,東京本社,営業1部,高橋,CADソフト,ソフトウェア,2,400000,0.1047,358130,716260,168000,336000,380260
SO20220214-C0034,1,2022-02-14,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,ノートPC_高性能モデル,PC,4,300000,0.1026,269220,1076880,240000,960000,116880
SO20220214-C0034,2,2022-02-14,C0034,H1株式会社,神奈川県,東京本社,営業1部,田中,デスクトップPC_標準モデル,PC,14,120000,0.0552,113380,1587320,102000,1428000,159320
SO20220214-C0037,1,2022-02-14,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,業務管理ソフト,ソフトウェア,4,250000,0.0954,226160,904640,100000,400000,504640
SO20220214-C0037,2,2022-02-14,C0037,K1株式会社,神奈川県,東京本社,営業2部,山本,CADソフト,ソフトウェア,2,400000,0.1215,351390,702780,168000,336000,366780
SO20220214-C0061,1,2022-02-14,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,業務管理ソフト,ソフトウェア,7,250000,0.1633,209180,1464260,100000,700000,764260
SO20220214-C0061,2,2022-02-14,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,15,50000,0.1892,40540,608100,27500,412500,195600
SO20220214-C0082,1,2022-02-14,C0082,D3株式会社,東京都,東京本社,営業2部,山本,会計ソフト,ソフトウェア,14,180000,0.1936,145150,2032100,81000,1134000,898100
SO20220214-C0082,2,2022-02-14,C0082,D3株式会社,東京都,東京本社,営業2部,山本,オフィススイート,ソフトウェア,31,50000,0.1703,41480,1285880,27500,852500,433380
SO20220214-C0098,1,2022-02-14,C0098,T3株式会社,群馬県,東京本社,営業2部,中村,会計ソフト,ソフトウェア,11,180000,0.4624,96770,1064470,81000,891000,173470
SO20220214-C0098,2,2022-02-14,C0098,T3株式会社,群馬県,東京本社,営業2部,中村,オフィススイート,ソフトウェア,8,50000,0.1098,44510,356080,27500,220000,136080
SO20220214-C0105,1,2022-02-14,C0105,A4株式会社,東京都,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,2,250000,0.1381,215490,430980,100000,200000,230980
SO20220214-C0113,1,2022-02-14,C0113,I4株式会社,東京都,東京本社,営業2部,中村,オフィススイート,ソフトウェア,15,50000,0.107,44650,669750,27500,412500,257250
SO20220214-C0113,2,2022-02-14,C0113,I4株式会社,東京都,東京本社,営業2部,中村,ノートPC_軽量モデル,PC,15,200000,0.0221,195570,2933550,164000,2460000,473550
SO20220214-C0113,3,2022-02-14,C0113,I4株式会社,東京都,東京本社,営業2部,中村,ワークステーション,PC,2,500000,0.0501,474930,949860,390000,780000,169860
SO20220214-C0127,1,2022-02-14,C0127,W4株式会社,神奈川県,東京本社,営業2部,山本,オフィススイート,ソフトウェア,12,50000,0.2223,38890,466680,27500,330000,136680
SO20220214-C0131,1,2022-02-14,C0131,A5株式会社,群馬県,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,15,50000,0.1543,42280,634200,27500,412500,221700
SO20220214-C0131,2,2022-02-14,C0131,A5株式会社,群馬県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,55,8000,0.1506,6800,374000,4000,220000,154000
SO20220214-C0131,3,2022-02-14,C0131,A5株式会社,群馬県,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,6,180000,0.1577,151610,909660,81000,486000,423660
SO20220214-C0132,1,2022-02-14,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,CADソフト,ソフトウェア,3,400000,0.3455,261800,785400,168000,504000,281400
SO20220214-C0143,1,2022-02-14,C0143,M5株式会社,東京都,東京本社,営業2部,中村,CADソフト,ソフトウェア,3,400000,0.0744,370220,1110660,168000,504000,606660
SO20220214-C0143,2,2022-02-14,C0143,M5株式会社,東京都,東京本社,営業2部,中村,業務管理ソフト,ソフトウェア,4,250000,0.0671,233230,932920,100000,400000,532920
SO20220214-C0152,1,2022-02-14,C0152,V5株式会社,栃木県,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,13,50000,0.102,44900,583700,27500,357500,226200
SO20220214-C0153,1,2022-02-14,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,ワークステーション,PC,4,500000,0.0463,476830,1907320,390000,1560000,347320
SO20220214-C0153,2,2022-02-14,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,ノートPC_高性能モデル,PC,6,300000,0.0382,288540,1731240,240000,1440000,291240
SO20220214-C0153,3,2022-02-14,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,10,8000,0.0775,7380,73800,4000,40000,33800
SO20220214-C0160,1,2022-02-14,C0160,D6株式会社,東京都,東京本社,営業2部,加藤,ノートPC_標準モデル,PC,17,150000,0.0232,146520,2490840,126000,2142000,348840
SO20220214-C0160,2,2022-02-14,C0160,D6株式会社,東京都,東京本社,営業2部,加藤,ワークステーション,PC,2,500000,0.0353,482340,964680,390000,780000,184680
SO20220214-C0162,1,2022-02-14,C0162,F6株式会社,千葉県,東京本社,ソリューション営業部,山田,ノートPC_標準モデル,PC,20,150000,0.0585,141230,2824600,126000,2520000,304600
SO20220214-C0164,1,2022-02-14,C0164,H6株式会社,東京都,東京本社,ソリューション営業部,松本,ワークステーション,PC,2,500000,0.0395,480270,960540,390000,780000,180540
SO20220214-C0170,1,2022-02-14,C0170,N6株式会社,千葉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,21,50000,0.1611,41950,880950,27500,577500,303450
SO20220214-C0170,2,2022-02-14,C0170,N6株式会社,千葉県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,96,8000,0.1538,6770,649920,4000,384000,265920
SO20220214-C0170,3,2022-02-14,C0170,N6株式会社,千葉県,東京本社,営業1部,伊藤,デスクトップPC_標準モデル,PC,8,120000,0.0382,115410,923280,102000,816000,107280
SO20220214-C0173,1,2022-02-14,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,オフィススイート,ソフトウェア,19,50000,0.0623,46890,890910,27500,522500,368410
SO20220214-C0173,2,2022-02-14,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,デスクトップPC_標準モデル,PC,10,120000,0.0079,119050,1190500,102000,1020000,170500
SO20220214-C0173,3,2022-02-14,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,15,8000,0.0794,7360,110400,4000,60000,50400
SO20220214-C0176,1,2022-02-14,C0176,T6株式会社,埼玉県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,24,8000,0.0796,7360,176640,4000,96000,80640
SO20220214-C0180,1,2022-02-14,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,会計ソフト,ソフトウェア,23,180000,0.3488,117210,2695830,81000,1863000,832830
SO20220214-C0180,2,2022-02-14,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,26,250000,0.35,162500,4225000,100000,2600000,1625000
SO20220214-C0181,1,2022-02-14,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,13,400000,0.35,260000,3380000,168000,2184000,1196000
SO20220214-C0185,1,2022-02-14,C0185,C7株式会社,千葉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,31,50000,0.1243,43790,1357490,27500,852500,504990
SO20220214-C0189,1,2022-02-14,C0189,G7株式会社,群馬県,東京本社,営業2部,小林,セキュリティソフト,ソフトウェア,67,8000,0.2384,6090,408030,4000,268000,140030
RT20220215-C0030,1,2022-02-15,C0030,D1株式会社,東京都,東京本社,ソリューション営業部,井上,セキュリティソフト,ソフトウェア,-32,8000,0.1493,6810,-217920,4000,-128000,-89920
SO20220215-C0004,1,2022-02-15,C0004,D株式会社,神奈川県,東京本社,営業1部,田中,CADソフト,ソフトウェア,4,400000,0.2549,298050,1192200,168000,672000,520200
SO20220215-C0004,2,2022-02-15,C0004,D株式会社,神奈川県,東京本社,営業1部,田中,ノートPC_軽量モデル,PC,25,200000,0.1029,179420,4485500,164000,4100000,385500
SO20220215-C0004,3,2022-02-15,C0004,D株式会社,神奈川県,東京本社,営業1部,田中,業務管理ソフト,ソフトウェア,19,250000,0.2595,185120,3517280,100000,1900000,1617280
SO20220215-C0027,1,2022-02-15,C0027,A1株式会社,東京都,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,16,250000,0.2394,190150,3042400,100000,1600000,1442400
SO20220215-C0031,1,2022-02-15,C0031,E1株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,22,50000,0.2912,35440,779680,27500,605000,174680
SO20220215-C0047,1,2022-02-15,C0047,U1株式会社,千葉県,東京本社,営業1部,鈴木,CADソフト,ソフトウェア,5,400000,0.1785,328610,1643050,168000,840000,803050
SO20220215-C0061,1,2022-02-15,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,業務管理ソフト,ソフトウェア,3,250000,0.1935,201630,604890,100000,300000,304890
SO20220215-C0061,2,2022-02-15,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,3061,8000,0.181,6550,20049550,4000,12244000,7805550
SO20220215-C0061,3,2022-02-15,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_軽量モデル,PC,10,200000,0.0714,185720,1857200,164000,1640000,217200
